<<<<<<< HEAD
=======
column_1,column_2,score
>>>>>>> 5b2f5251f72ca0692ddbb0f87962004e365be54c
0.7768647846435174,-0.41061731103542914,32
1.4118683262886251,0.08631631319271126,58
-1.4932680464399335,-0.2443902577352596,84
-1.5365821393320385,-2.4318891752460794,67
1.3833845038389074,-0.6983241060325828,43
-0.7747415948060626,-0.7755243752375265,24
0.8178811739328652,-1.8239472888981605,82
0.642745623983724,0.2996598266271863,25
0.7998362075847014,-1.6778130770969375,48
0.03764857619103888,-0.8508052156617643,52
-0.6460084346429541,2.1448905923763406,93
1.1209898597117636,-0.11890554310648419,15
-0.19479509722100574,-1.4015842277078805,96
0.1924553596720686,0.5545838322481248,74
0.7748620465491628,-1.1338132471874762,92
-0.8085646240495691,-1.9664629962216098,18
-1.0983078570580387,-0.07326147452403985,66
-0.43833606051595914,-1.2814964401178517,49
1.540629957651766,1.3468012974330392,22
0.3653193936452784,2.105759091194035,38
0.2911063410431392,-1.9587213621723267,95
0.7497705543236175,1.6539469877370885,10
1.21626866070887,-1.2119957376685693,86
-1.722364962310677,-0.36386099615870127,14
1.4383997598160077,-0.8201837201106307,9
0.4015374615132037,0.1929223146885568,71
-0.09043888082399511,1.5203213800620696,88
-0.17838472411167075,-0.5652652812215995,19
-2.523233746987533,0.8743992710003071,60
0.4080395714543257,-0.6654818434650857,36
-0.01441396068764869,-0.5625859892430862,23
0.06819498173523045,-0.748940330818067,47
0.006638698490081186,-0.04030981312186699,43
-0.4012070152071221,-1.8999164030228517,18
0.18349281047949462,0.9925268233662878,47
0.6532289231050777,-0.9292352506349892,95
1.020894748278433,-1.0934923055949688,29
0.07012483979836481,1.376975681352428,34
-0.3116226924626052,-0.10980886932730255,10
-1.3708922646458568,0.9646101473987577,22
-1.0553933650775704,0.47841950591326654,83
-0.23645188231800532,1.1660227877750977,62
-0.4440646088144725,0.25801740335889484,33
0.1713178196171198,1.9203607812444414,71
-0.3523295122095515,-0.7485664822542494,83
2.133912209675893,0.008717915819177939,53
0.2744152249611618,-0.6171729522970136,71
-0.33947238347252734,0.9662572622289128,85
-1.689141386078971,-1.6906023517504871,2
1.3341916143116461,-0.1989540510948304,46
-0.8964625768586701,-1.136152110648655,75
-1.3735812030018948,-0.2550620441469848,33
0.1716451755463447,0.19706705748280062,24
0.48166930026515975,2.4074586077598323,23
-1.3323453245460226,-1.634016439791458,44
0.9623280093497024,0.10344374532463942,93
