,0.7768647846435174,-0.41061731103542914,32
0,1.4118683262886251,0.08631631319271127,58
1,-1.4932680464399335,-0.2443902577352596,84
2,-1.5365821393320385,-2.4318891752460794,67
3,1.3833845038389074,-0.6983241060325828,43
4,-0.7747415948060626,-0.7755243752375265,24
5,0.8178811739328652,-1.8239472888981605,82
6,0.6427456239837239,0.2996598266271863,25
7,0.7998362075847014,-1.6778130770969375,48
8,0.03764857619103888,-0.8508052156617643,52
9,-0.6460084346429541,2.1448905923763406,93
10,1.1209898597117636,-0.1189055431064842,15
11,-0.19479509722100571,-1.4015842277078805,96
12,0.1924553596720686,0.5545838322481248,74
13,0.7748620465491628,-1.1338132471874762,92
14,-0.8085646240495691,-1.9664629962216096,18
15,-1.098307857058039,-0.07326147452403985,66
16,-0.4383360605159592,-1.2814964401178517,49
17,1.540629957651766,1.3468012974330392,22
18,0.3653193936452784,2.105759091194035,38
19,0.2911063410431392,-1.9587213621723267,95
20,0.7497705543236175,1.6539469877370885,10
21,1.2162686607088702,-1.2119957376685693,86
22,-1.722364962310677,-0.3638609961587013,14
23,1.4383997598160077,-0.8201837201106307,9
24,0.4015374615132037,0.1929223146885568,71
25,-0.09043888082399512,1.5203213800620696,88
26,-0.17838472411167075,-0.5652652812215995,19
27,-2.5232337469875334,0.8743992710003071,60
28,0.4080395714543257,-0.6654818434650857,36
29,-0.014413960687648691,-0.5625859892430862,23
30,0.06819498173523045,-0.748940330818067,47
31,0.006638698490081186,-0.04030981312186699,43
32,-0.4012070152071221,-1.899916403022852,18
33,0.18349281047949464,0.9925268233662878,47
34,0.6532289231050777,-0.9292352506349892,95
35,1.020894748278433,-1.0934923055949688,29
36,0.07012483979836481,1.3769756813524279,34
37,-0.3116226924626052,-0.10980886932730256,10
38,-1.3708922646458568,0.9646101473987576,22
39,-1.0553933650775704,0.4784195059132666,83
40,-0.2364518823180053,1.1660227877750975,62
41,-0.4440646088144725,0.25801740335889484,33
42,0.1713178196171198,1.9203607812444412,71
43,-0.3523295122095515,-0.7485664822542494,83
44,2.133912209675893,0.008717915819177939,53
45,0.2744152249611618,-0.6171729522970136,71
46,-0.3394723834725273,0.9662572622289128,85
47,-1.689141386078971,-1.6906023517504871,2
48,1.334191614311646,-0.1989540510948304,46
49,-0.8964625768586701,-1.136152110648655,75
50,-1.3735812030018948,-0.2550620441469848,33
51,0.1716451755463447,0.19706705748280065,24
52,0.4816693002651598,2.4074586077598323,23
53,-1.3323453245460226,-1.634016439791458,44
54,0.9623280093497024,0.10344374532463943,93
55,0.8514694474535801,-0.02322921684686602,47
56,0.21210953536937435,0.010694087571793824,66
57,0.088265904073301,-0.6008249777314589,98
58,-1.4551364207892774,-0.4800594873198265,12
59,1.2226206371586683,-0.6289588795197173,70
60,-1.1719676833174535,0.26468795793582073,92
61,0.8065113670469231,-0.3243515591441895,54
62,-0.1882136778664521,0.8575489603667926,84
63,-1.2734466092809409,3.4811745481254173,3
64,-0.568082804375599,-0.014219591288530538,57
65,1.262564342562551,1.0240203327890889,96
66,0.048476267344364124,-0.9729965316401464,16
67,-0.8020903991874835,-0.2430720009219872,45
68,0.5981769810812839,1.2550700699476731,41
69,-0.7851883382127754,-1.0376424118106304,77
70,2.522690389762363,-2.1890078887283737,42
71,1.368652262038392,1.5720377821799643,21
