affinity_1,affinity_2,target
0.32787875549221435,0.7002587913894031,1
0.20287985010843435,0.9108676363896879,0
0.5994828104800005,0.050325685966158495,0
0.6745388028237005,0.01430563754176295,1
0.467582094121309,0.9638138900997872,1
0.9267152782849801,0.7128707277281986,0
0.7276286198307552,0.604704387412939,1
0.503533321881449,0.1666151718337946,0
0.10897961114379251,0.9462409672966613,1
0.07773460881565242,0.3707663932773453,1
0.016676344593864578,0.4325631414108849,0
0.8715261089887393,0.08923398231297652,1
0.7460100647833475,0.0704392855705529,0
0.02882748693910142,0.057486537060276066,1
0.2704589521092441,0.7707084590127452,0
0.3978775977107918,0.5169612448870464,0
0.11821778507261615,0.061478714564579096,0
0.7323401769334265,0.2204668411371723,1
0.19304357546511985,0.04703106496588805,0
0.5542336366809838,0.6905627015110062,1
0.3648982734510341,0.4918750787252819,1
0.9634843524254834,0.2967891906422717,1
0.9392224984887876,0.8661460021515299,0
0.2629429220304119,0.2747043741794275,0
0.6502683611401507,0.036748037986691906,1
0.027259548503596576,0.15070962564749446,1
0.0602729962185764,0.26428555701646705,1
0.7078179484667961,0.7059290755246426,1
0.0026575771279627736,0.28215488970899794,1
0.14002863654989928,0.38417209810879793,0
0.862225371580863,0.9809178295924927,0
0.4788729546721253,0.094357583027606,0
0.8477036023737534,0.5300831403133427,0
0.8543595621821354,0.9225659273249613,1
0.4022850046953138,0.09570388233391847,0
0.6109329702366013,0.25380066258875766,0
0.6845152912788115,0.2707961427726757,1
0.06865472529123573,0.9040971407890686,1
0.34415974004068095,0.8189101696522795,0
0.6191590878033114,0.6632321331105899,0
0.09903804630451662,0.7519092143622911,1
0.2821324600377494,0.6900997196413938,0
0.03942365221623767,0.4259705077848205,1
0.23535255319781945,0.5188569400137667,0
0.7767339529813708,0.8396191769964346,1
0.3904019095363408,0.1538230411286906,0
0.8910409649209631,0.6849376150193792,0
0.87866667237136,0.5697500370800189,1
0.7321233966453721,0.11110310976315019,0
0.03518460423158243,0.9801427632609273,1
0.7361305573914135,0.321072098250313,0
